Id,DepartmentId,DepartmentName,CustomerCode,CustomerName,ContractingOfficeCode,ContractingOfficeName,StartDate,EndDate,AddressCity,AddressState,ZipCode,CountryCode
{D96D0EDC-B4DA-4BED-A033-0207EF891CAA},1200,"AGRICULTURE, DEPARTMENT OF",12K3,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,1232K1,USDA APHIS PPQ BATS,2016-04-01 00:00:00,,RIVERDALE,MD,20737,USA
{65DE8FB7-8718-42EF-AA13-021074A0FBDE},3600,"VETERANS AFFAIRS, DEPARTMENT OF",3600,"VETERANS AFFAIRS, DEPARTMENT OF",367422,DEPT OF VETERANS AFFAIRS,2016-04-01 00:00:00,,BIG SPRING,TX,79720,USA
{7EABF83E-54AF-4097-A140-0211D2CEB535},4700,GENERAL SERVICES ADMINISTRATION,4750,OFFICE OF THE CHIEF INFORMATION OFFICER,47FP00,OFFICE OF GSA IT,2016-04-01 00:00:00,,WASHINGTON,DC,20405,USA
{62300F6D-3738-4AF9-925D-021D65C05FB8},9700,DEPT OF DEFENSE,9763,DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),S2204A,DCMA EASTERN REGION COMMAND,2004-10-01 00:00:00,,BOSTON,MA,02210-2183,USA
{C7E03C91-2E5F-4FC0-80CF-021FDCADA5F5},9700,DEPT OF DEFENSE,97AS,DEFENSE LOGISTICS AGENCY,SPM7MB,DLA LAND AND MARITIME,2005-10-01 00:00:00,,COLUMBUS,OH,43218-3990,USA
{A82B9C60-291B-4847-AC36-0228ABFF5AB1},1200,"AGRICULTURE, DEPARTMENT OF",12K3,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,127C07,USDA  APHIS  PPQ,2016-04-01 00:00:00,,OKLAHOMA CITY,OK,73102-2809,USA
{ED0AA089-FEA3-458F-817C-0236B4A2A207},1200,"AGRICULTURE, DEPARTMENT OF",12K3,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,1205S4,USDA  APHIS  AMS,2016-04-01 00:00:00,,MOSES LAKE,WA,98837,USA
{5C9A4C01-055D-45F8-AF1B-0239767DACAA},1600,"LABOR, DEPARTMENT OF",1605,OFFICE OF THE ASSISTANT SECRETARY FOR ADMINISTRATION AND MANAGEMENT,1605DD,DEPT LABOR-OASAM DALLAS/DENVER REG,2016-04-01 00:00:00,,DALLAS,TX,75202,USA
{84EE8BA0-BAE9-46F5-A237-024C874B3AB3},9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N40628,NMCPAC CONUS WEST DIVISION,2007-08-09 00:00:00,,SEAL BEACH,CA,90740-5000,USA
{8B337D3F-0801-412A-B71E-025301EB64BF},1200,"AGRICULTURE, DEPARTMENT OF",12K3,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,128748,USDA APHIS PPQ SITC,2016-04-01 00:00:00,,HELENA,MT,59601,USA
{31F8AC9A-3608-43D8-B280-02542AC61E1C},1500,"JUSTICE, DEPARTMENT OF",1544,U.S. MARSHALS SERVICE,15M026,"U.S. DEPT OF JUSTICE, USM, C/IL",2016-04-01 00:00:00,,SPRINGFIELD,IL,62701,USA
{1A2E16E8-25B9-4EB8-97A5-025436E9D36F},9700,DEPT OF DEFENSE,97AS,DEFENSE LOGISTICS AGENCY,SPE608,DLA ENERGY,2017-10-01 00:00:00,,FORT BELVOIR,VA,22060,USA
{4EF1FCD9-9439-4062-95D8-0277D9C98588},9700,DEPT OF DEFENSE,5700,DEPT OF THE AIR FORCE,FA4613,FA4613  90 CONS PK,2010-10-01 00:00:00,,FE WARREN AFB,WY,82005-2860,USA
{AB2E0BB5-50E1-422E-8586-02A16E0D3839},3600,"VETERANS AFFAIRS, DEPARTMENT OF",3600,"VETERANS AFFAIRS, DEPARTMENT OF",365204,DEPT OF VETERANS AFFAIRS,2016-04-01 00:00:00,,INDIANAPOLIS,IN,46202,USA
{F39A35C0-F0B7-467D-B104-02B20B58DD90},9700,DEPT OF DEFENSE,2100,DEPT OF THE ARMY,W56PFY,0414 AQ HQ     CONTRACT SPT BD,2018-10-01 00:00:00,,APO,AE,09630,USA
{6C4F13D1-E94E-4EDE-9D5A-02BF881D29C0},9700,DEPT OF DEFENSE,2100,DEPT OF THE ARMY,W90VN6,0629 AQ TM     CONTRACTING TEA,2018-10-01 00:00:00,,APO,AP,96202-5273,USA
{4FC7C69F-D399-445E-94BF-02D0BA18C7AE},3600,"VETERANS AFFAIRS, DEPARTMENT OF",3600,"VETERANS AFFAIRS, DEPARTMENT OF",369202,DEPT OF VETERANS AFFAIRS,2016-04-01 00:00:00,,HONOLULU,HI,96813,USA
{DB108B8B-1336-48FC-B363-02D3242F8E78},1200,"AGRICULTURE, DEPARTMENT OF",12K3,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,129AHS,USDA APHIS VS,2016-04-01 00:00:00,,RIVERSIDE,CA,92507,USA
{4678A233-1040-4BFF-9ACE-02D84EEFC639},4700,GENERAL SERVICES ADMINISTRATION,4740,PUBLIC BUILDINGS SERVICE,47PL52,PBS R10 SEATTLE FIELD OFFICE,2016-04-01 00:00:00,,SEATTLE,WA,98101,USA
{9A6B5806-9E0B-4275-8E24-02DF5B7E3CBE},1400,"INTERIOR, DEPARTMENT OF THE",1406,DEPARTMENTAL OFFICES,140D81,IBC AVIATION MANAGEMENT (00081),2016-04-01 00:00:00,,ANCHORAGE,AK,99502,USA
{43A6F534-FD1B-4AC4-95C5-02E2989AEE5F},3600,"VETERANS AFFAIRS, DEPARTMENT OF",3600,"VETERANS AFFAIRS, DEPARTMENT OF",36C648,648-PORTLAND (00648),2016-04-01 00:00:00,,VANCOUVER,WA,98662,USA
{86BF3704-B9C2-47A8-B82D-02F04D1BE9D8},7200,AGENCY FOR INTERNATIONAL DEVELOPMENT,7200,AGENCY FOR INTERNATIONAL DEVELOPMENT,72DCHA,USAID DCHA,2016-04-01 00:00:00,,WASHINGTON,DC,20523-1000,USA
{8CC3BDDF-54DA-494F-BDBB-02F0BEC574BE},1200,"AGRICULTURE, DEPARTMENT OF",12E3,RURAL HOUSING SERVICE,12242K,USDA RURAL DEVELOPMENT,2016-04-01 00:00:00,,HARRISBURG,PA,17110,USA
{65DB4DAF-B9C0-46F4-8B5B-02F63A78501A},1400,"INTERIOR, DEPARTMENT OF THE",1422,BUREAU OF LAND MANAGEMENT,140L16,BUREAU OF LAND MANAGEMENT,2016-04-01 00:00:00,,CODY,WY,82414,USA
{FF6F087B-24C4-427A-944E-031AADA5D541},9700,DEPT OF DEFENSE,2100,DEPT OF THE ARMY,W912EE,W07V ENDIST VICKSBURG,2003-10-01 00:00:00,,VICKSBURG,MS,39183-3435,USA
{5CC7CEAC-FB8B-401C-BCF6-031F96CDCB99},9700,DEPT OF DEFENSE,97AS,DEFENSE LOGISTICS AGENCY,SPE8EJ,DLA TROOP SUPPORT,2013-05-01 00:00:00,,PHILADELPHIA,PA,19111-5096,USA
{AA8027DC-EFB1-4B08-A547-0343EB7428BE},4700,GENERAL SERVICES ADMINISTRATION,4740,PUBLIC BUILDINGS SERVICE,47PL54,PBS R10 GREATER OREGON FIELD OFFICE,2016-04-01 00:00:00,,PORTLAND,OR,97204,USA
{BE14A981-BF25-4E61-8ED7-0344D50829CE},1200,"AGRICULTURE, DEPARTMENT OF",12C2,FOREST SERVICE,1203TT,USDA FOREST SERVICE,2016-04-01 00:00:00,,MISSOULA,MT,59808,USA
{4F6BDB81-A655-44B5-9B81-0347DA7BF6B7},1200,"AGRICULTURE, DEPARTMENT OF",12K3,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,121505,USDA  APHIS  PPQ,2016-04-01 00:00:00,,WARWICK,RI,02886-0111,USA
{6F8C0E7D-6FD8-49B5-AE42-0366C073E7C3},1300,"COMMERCE, DEPARTMENT OF",1330,NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,1305N2,DEPT OF COMMERCE NOAA,2016-04-01 00:00:00,,SILVER SPRING,MD,20910,USA
{D7B96460-177C-40E1-883D-0368380C1982},1200,"AGRICULTURE, DEPARTMENT OF",12K3,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,127D64,USDA  APHIS  VS,2016-04-01 00:00:00,,MISSION,TX,78572,USA
{74489718-67B0-4A3F-8AB6-036FBF6FEE90},1500,"JUSTICE, DEPARTMENT OF",1540,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,15B504,FPC BRYAN,2016-04-01 00:00:00,,BRYAN,TX,77803,USA
{E0C514FB-886A-4FD4-BADC-037ADFD0E541},1200,"AGRICULTURE, DEPARTMENT OF",12E3,RURAL HOUSING SERVICE,12471G,USDA RHS,2016-04-01 00:00:00,,NASHVILLE,TN,37203,USA
{BD12BFBD-63DE-4521-85FF-0383892B1C2F},1200,"AGRICULTURE, DEPARTMENT OF",12K3,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,1223TC,USDA  APHIS  PPQ,2016-04-01 00:00:00,,ALBANY,NY,12202-1089,USA
{47CAEB93-CACF-4B0E-8441-0383E3DFF198},4700,GENERAL SERVICES ADMINISTRATION,4740,PUBLIC BUILDINGS SERVICE,47PG02,PBS R6,2016-04-01 00:00:00,,KANSAS CITY,MO,64108,USA
{B9FF90B6-39A0-425C-ACE6-03890C746444},1500,"JUSTICE, DEPARTMENT OF",1501,"OFFICES, BOARDS AND DIVISIONS",15JA36,U.S. ATTORNEYS OFFICE-ME (USA36),2016-04-01 00:00:00,,PORTLAND,ME,04104,USA
{CEEB4790-E13C-4A09-AFBD-03A7CF84E822},1400,"INTERIOR, DEPARTMENT OF THE",1425,BUREAU OF RECLAMATION,140R62,DAKOTAS AREA OFFICE,2016-04-01 00:00:00,,BISMARCK,ND,58501,USA
{3929C297-9CB0-443F-A5F8-03AD5FC301AF},3600,"VETERANS AFFAIRS, DEPARTMENT OF",3600,"VETERANS AFFAIRS, DEPARTMENT OF",366432,EMPLOYEE EDUCATION SYSTEM (EES),2016-04-01 00:00:00,,ST LOUIS,MO,63125,USA
{A0B34907-B9D2-4AC8-9D9E-03B35552A690},1200,"AGRICULTURE, DEPARTMENT OF",12C2,FOREST SERVICE,1282A7,USDA FOREST SERVICE,2016-04-01 00:00:00,,LAKEWOOD,CO,80401,USA
{D6AD02FA-44FC-4A7F-BE30-03C69067B289},3600,"VETERANS AFFAIRS, DEPARTMENT OF",3600,"VETERANS AFFAIRS, DEPARTMENT OF",36C437,437-FARGO VA MEDICAL CENTER (00437),2016-04-01 00:00:00,,FARGO,ND,58102,USA
{0424C03D-3CFA-40E1-9E6E-03CB0F561CAB},9700,DEPT OF DEFENSE,97AS,DEFENSE LOGISTICS AGENCY,SPE7M4,DLA LAND AND MARITIME,2013-02-01 00:00:00,,COLUMBUS,OH,43218-3990,USA
{04A1D5C8-FFE7-4DA2-AFBF-03D24206F9BC},9700,DEPT OF DEFENSE,9763,DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),S4417A,DCMA ARLINGTON,2004-10-01 00:00:00,,ARLINGTON,TX,76006,USA
{6CB0C079-388F-4FDD-A42E-03EE686860D6},1200,"AGRICULTURE, DEPARTMENT OF",12H5,NATIONAL AGRICULTURAL STATISTICS SERVICE,1231AA,USDA GIPSA,2016-04-01 00:00:00,,WASHINGTON,DC,20250,USA
{A192AA0D-6D96-4334-960A-03FECFE42912},9700,DEPT OF DEFENSE,5700,DEPT OF THE AIR FORCE,FA8119,FA8119  AFSC PZABC,2011-10-01 00:00:00,,TINKER AFB,OK,73145-3015,USA
{0745C79A-914E-4AF1-B1E3-0404E37F140E},1400,"INTERIOR, DEPARTMENT OF THE",1443,NATIONAL PARK SERVICE,140P21,WASHINGTON CONTRACTING OFFICE,2016-04-01 00:00:00,,LAKEWOOD,CO,80225,USA
{61A294F8-C919-4AA3-8AF1-042915D95E69},1200,"AGRICULTURE, DEPARTMENT OF",12K3,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,1237AS,USDA  APHIS  BBEP  EA,2016-04-01 00:00:00,,RIVERDALE,MD,20737-1237,USA
{98B13750-D283-428E-B590-04386D557819},9700,DEPT OF DEFENSE,2100,DEPT OF THE ARMY,W911SA,W6QM MICC FT MCCOY (RC),2018-10-01 00:00:00,,FORT MCCOY,WI,54656-5142,USA
{5619BE0A-024C-480D-8C00-043A492C2880},9700,DEPT OF DEFENSE,97AS,DEFENSE LOGISTICS AGENCY,SPM8EF,DLA TROOP SUPPORT,2006-10-01 00:00:00,,PHILADELPHIA,PA,19111-5096,USA
{CBFB9B8D-BFC2-40BC-B90F-045D5CAA38B9},7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7527,INDIAN HEALTH SERVICE,752714,PROCUREMENT OFFICER,2016-04-01 00:00:00,,TUCSON,AZ,85734,USA
{8BF8AA57-FFA7-44F6-86FD-045E9D305A27},1200,"AGRICULTURE, DEPARTMENT OF",12K2,AGRICULTURAL MARKETING SERVICE,1231DU,USDA  AMS  FMD,2016-04-01 00:00:00,,WASHINGTON,DC,20090,USA
{6711DABB-1506-44DE-B8B3-0463690746F3},8900,"ENERGY, DEPARTMENT OF",8900,"ENERGY, DEPARTMENT OF",892330,NNSA NAVAL REACTORS LAB FLD OFFICE,2016-04-01 00:00:00,,WEST MIFFLIN,PA,15122,USA
{7D115AA9-F335-4B88-8F23-0470B8B9A4DE},7000,"HOMELAND SECURITY, DEPARTMENT OF",7014,U.S. CUSTOMS AND BORDER PROTECTION,70B06C,MISSION SUPPORT CTR DIV,2016-04-01 00:00:00,,WASHINGTON,DC,20229,USA
{2893EFFC-4625-4FD6-BE3D-04853EC6AA60},1500,"JUSTICE, DEPARTMENT OF",1550,OFFICE OF JUSTICE PROGRAMS,15PSMA,OJP SEX OFFENDER MONITOR,2016-04-01 00:00:00,,WASHINGTON,DC,20531,USA
{E372C73A-93DF-4203-BC1A-0485E2C9DFEA},1200,"AGRICULTURE, DEPARTMENT OF",12H2,AGRICULTURAL RESEARCH SERVICE,12505B,USDA ARS MWA AAO ACQ/PER PROP,2018-09-13 00:00:00,,PEORIA,IL,61604,USA
{87E1B7A1-2E0C-41F0-9A8C-0490C62B78BC},1200,"AGRICULTURE, DEPARTMENT OF",12K3,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,122CE1,USDA  APHIS  PPQ,2016-04-01 00:00:00,,JAMAICA,NY,11430,USA
{BD4878DA-D40B-4F64-B6D2-049109A52F9B},1500,"JUSTICE, DEPARTMENT OF",1544,U.S. MARSHALS SERVICE,15M003,"U.S. DOJ, USM, S/AL",2016-04-01 00:00:00,,MOBILE,AL,36602,USA
{EAB4F34E-F992-4820-81F2-04A3397EC6BA},3600,"VETERANS AFFAIRS, DEPARTMENT OF",3600,"VETERANS AFFAIRS, DEPARTMENT OF",36C538,538-CHILLICOTHE (00538),2016-04-01 00:00:00,,CHILLICOTHE,OH,45601,USA
{2A92B779-895D-4CF3-8AE0-04A48F81B733},1200,"AGRICULTURE, DEPARTMENT OF",12C2,FOREST SERVICE,127J18,USDA  FOREST SERVICE,2016-04-01 00:00:00,,RUSSELLVILLE,AR,72801,USA
{59A64F54-7B15-4894-8464-04B70C0E0072},1500,"JUSTICE, DEPARTMENT OF",1544,U.S. MARSHALS SERVICE,15M201,"US DOJ, USMS, JUDICIAL SECURITY DIV",2016-04-01 00:00:00,,WASHINGTON,DC,20530-0001,USA
{C0DF75BA-91C5-45FD-B0FA-04C595576E6D},9700,DEPT OF DEFENSE,2100,DEPT OF THE ARMY,W912PB,0409 AQ HQ     CONTRACT,2018-10-01 00:00:00,,APO,AE,09114,USA
{DDF9AFAD-B898-4C75-B6E3-04CE87993412},9700,DEPT OF DEFENSE,5700,DEPT OF THE AIR FORCE,FA2263,FA2263  AFLCMC WNMK,2011-10-01 00:00:00,,HEATH,OH,43056-6116,USA
{1CA4D69B-2091-4B07-869B-04D150E970A1},3100,NUCLEAR REGULATORY COMMISSION,3100,NUCLEAR REGULATORY COMMISSION,313100,NUCLEAR REGULATORY COMMISSION,2016-04-01 00:00:00,,ROCKVILLE,MD,20855,USA
{8F6707D7-E002-4F1E-8CF0-04DC5CA75E6F},9700,DEPT OF DEFENSE,97AB,NATIONAL GEOSPATIAL-INTELLIGENCE AGENCY (NGA),HM1572,ATTN:  MS S84-OCSA,2003-10-01 00:00:00,,SPRINGFIELD,VA,221507500,USA
{F9F7CC29-4630-48CF-9FB2-04E01FF45F2A},1200,"AGRICULTURE, DEPARTMENT OF",12K3,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,12426J,USDA  APHIS  PPQ,2016-04-01 00:00:00,,RIVIERA BEACH,FL,33404,USA
{00F0E6FD-EC31-427E-8B21-050664E2AAB2},3300,SMITHSONIAN INSTITUTION,3300,SMITHSONIAN INSTITUTION,333129,SF OPERATIONS AND MAINTINANCE,2016-04-01 00:00:00,,WASHINGTON,DC,20560,USA
