FarContractTypeClauseGuid,FarContractTypeGuid,FarClauseGuid,FarContractTypeCode,IsRequired,IsApplicable,IsOptional,UpdatedBy,IsDeleted
7DC04ECF-03D3-4826-A7BF-00343B631094,C1C1C82E-B15F-48BD-B63A-FFE78792B4A3,C5CE15D4-7B31-408C-8316-0A6056F3A595,LMV,0,0,0,,0
D9617740-CEF4-498F-AA3F-00344DC97400,1E87B268-CF55-4B35-A278-0F7FC39426E1,C90B6ADA-414B-458D-89E3-D5E953C63E94,FPSVC,0,0,0,,0
6BFA0791-0E4A-4BD4-AD43-0037EBA32FCC,1E87B268-CF55-4B35-A278-0F7FC39426E1,47587831-3210-4BA2-9ADA-96779FF1D680,FPSVC,0,0,0,,0
B89CD052-E2EC-4B92-AE05-004257BE9E36,717CED03-1C84-44B5-BBBC-9F84CCEA5ED9,D749564E-8DF8-439E-99DE-DAF3C4C28E5B,OTHER,0,0,1,,0
E7AEA370-98F9-4AFD-8632-004B6A9DB7A5,C1C1C82E-B15F-48BD-B63A-FFE78792B4A3,521F4C6E-A09B-4431-9CCF-5EA01D704D0C,LMV,0,0,0,,0
D0458259-7D67-4346-AC26-006011250D3E,5EB13DF3-D95F-4387-B5FC-DE36988D1A69,45E78A0C-B60A-4CE5-AE35-91A6711C87DC,TRN,0,1,0,,0
5667151E-141B-4D0A-A371-00611A2C9274,11912F53-9F3E-4851-AC27-2C011D890D8F,D0C8F2BB-F826-4694-9F00-7D51DCD5301A,SAP,0,0,0,,0
4977477A-E15F-48A5-A7EB-0067A108CF4D,BE8C6166-8CF5-4826-97AC-0004CA466C59,070EEBBE-1612-4FF5-BC30-A191A08AAC6D,UTLSVC,0,0,0,,0
97345F31-E27D-4FA0-8917-0068C2D28D64,5AD35CAE-1A03-44AB-9E97-A1B28B7E0356,2B85A9FD-B403-4DDD-8B8B-A7F940885A03,COMSVC,0,1,0,,0
2945B9AD-0D62-4E5C-BB61-00695F36F958,E93946C8-053F-4C09-8915-CF54B870408F,BD92FC1F-D5C7-4566-934B-761AD23545DB,FPCON,0,1,0,,0
0F39DB33-7AC8-41DE-B419-006C5A9FD8B0,D907A2FE-3896-474E-9367-B5418DC5944C,3CB3847D-655A-49A3-83F1-D26439CA629D,CRCON,0,0,0,,0
370B2393-A937-4ECE-8A20-006C973BBAD3,EA060E5D-C55E-43BC-A646-E989501D72BB,A6EDA180-3AA5-409A-AFCC-212CEC82AAAA,CRR&D,0,0,0,,0
B7980494-6071-4422-9A9B-007074E55881,0097E147-301E-4436-A10E-F5ABA923B769,7DC3F442-5072-4B02-8805-D572F0AEAA4A,DDR,0,1,0,,0
D04833D3-5E71-4A08-94C7-00745140A322,C613E264-6A1D-4164-BC91-81108EFC4065,7C52C15D-8B97-4823-B5AD-3CAB05F947CB,A&E,0,0,0,,0
2E50B7AB-A64A-4C7E-89CF-00763CC5C485,742BADDB-4648-4F9C-B69E-2C0669F6389E,BEABECFD-B124-4C9E-8FF0-F664C1B94BB7,FPR&D,0,0,0,,0
E55D404C-ACC4-4969-A8DD-007E2EF1143D,F9A5903D-306C-4DC9-8676-C5DE3515EE75,D2246BB7-0C1A-4909-95F7-E263559ADD9F,INDDEL,0,1,0,,0
408DBD11-8E59-4194-BBF8-007E7BF1B1F6,E93946C8-053F-4C09-8915-CF54B870408F,701C466E-5060-4F9A-B72F-C76FFC999B9E,FPCON,1,0,0,,0
5727862D-D470-4D97-841F-0084B150B0BE,87EB7664-0899-4EBE-B4E2-9744A89F1906,5D1B0FA8-B048-46F6-BADE-1CBB2C9CEE99,CRSUP,0,0,0,,0
18FD2BD4-46B6-4E77-A4E7-00861097A355,87EB7664-0899-4EBE-B4E2-9744A89F1906,D2D5C78D-E18B-46A4-B9CF-8B3B5B467B8D,CRSUP,0,0,0,,0
726DB805-FCF2-44D0-AB7D-008730298D4A,5EB13DF3-D95F-4387-B5FC-DE36988D1A69,91BF7B94-54DD-4BCA-B339-58B96ED3E3CC,TRN,0,0,0,,0
24CEE8DA-DC97-4F3F-9E31-00897CE93E85,C1C1C82E-B15F-48BD-B63A-FFE78792B4A3,750C1FBD-2186-4123-8648-B1C70D37BE7B,LMV,0,1,0,,0
F51466C7-A991-4CE1-8ADB-008CF9972C74,EA060E5D-C55E-43BC-A646-E989501D72BB,BA158D58-8F58-46D2-AE0F-18AF6960C845,CRR&D,0,1,0,,0
71F288CA-B161-4970-9615-00914886176B,1158E721-8AB4-41F3-8A19-DFD0D6929D68,3E767D13-BD00-4390-9E39-6B91CDE9BA0E,NULL,0,0,0,EAAD6461-6C6F-4A4A-A838-A2E3C57C7951,0
DEB764CD-511A-45FB-87E3-0092FE35C9C5,1E87B268-CF55-4B35-A278-0F7FC39426E1,A4D60859-9948-43B6-9C2B-3AD0CDE6DCAB,FPSVC,0,1,0,,0
36D024EC-A16A-4BD0-AAD6-00930F2098C7,717CED03-1C84-44B5-BBBC-9F84CCEA5ED9,FB00D1C9-33BF-4665-ABE0-422DB0386F17,OTHER,0,0,1,,0
CFFFA097-3F9D-4620-A90D-009607B03194,D907A2FE-3896-474E-9367-B5418DC5944C,CD0E7344-70D0-4C59-B058-31196A33B202,CRCON,0,0,0,,0
1236CB03-1338-4EE7-BA2A-009C774C652D,5AD35CAE-1A03-44AB-9E97-A1B28B7E0356,CA7DD5BD-BC20-45F2-99A4-9B18CF1EB479,COMSVC,0,0,1,,0
58788765-436B-4795-A889-009DAA7FBBE6,EA060E5D-C55E-43BC-A646-E989501D72BB,5D9D4B0F-0665-490B-BF4B-E50E3AFFB311,CRR&D,0,1,0,,0
B6C54E70-1BFD-44EB-B4FB-009F324A8409,D907A2FE-3896-474E-9367-B5418DC5944C,20543F6F-A602-4404-AE67-691969F330CD,CRCON,0,0,0,,0
70384832-B9F0-4E32-B6A3-00A2AC124D75,C613E264-6A1D-4164-BC91-81108EFC4065,73DB45C1-A768-44D8-A36E-90A3EDA945BA,A&E,0,0,0,,0
73CDCA18-01B3-4523-AE9B-00A447FE6BFE,1158E721-8AB4-41F3-8A19-DFD0D6929D68,0D935E27-0FF9-4D89-8181-993AB78C9880,FAC,0,1,0,,0
D03913DC-3BCE-4215-96F5-00A59C6A49D7,F9A5903D-306C-4DC9-8676-C5DE3515EE75,DCF69C32-6B18-44CE-8202-613A4CDA66E2,INDDEL,0,0,0,,0
CDDAD495-FC55-4718-AAC9-00A5D35F4D1E,DD515826-8A1A-4C60-820F-5F7EC34F9410,939078EE-80D5-4ECA-9A37-A9A8CC3CFFFC,T&MLH,1,0,0,,0
E07B47A7-8991-4779-BD4E-00A6C8180E2F,C5EBA41C-27CF-41DD-B2A7-FB94F0AB9841,FB2B2B84-29E5-4203-B69F-599081F245AC,CRSVC,0,0,0,,0
97C2FAFA-0C92-46DB-BC46-00A71EDD843D,F9A5903D-306C-4DC9-8676-C5DE3515EE75,03827F3A-A7F4-4914-AE53-7C17FA5B00F3,INDDEL,0,0,0,,0
B1D72218-502D-4360-A57C-00A9FB1E3028,C5EBA41C-27CF-41DD-B2A7-FB94F0AB9841,7725E86D-176B-4909-9A65-B936328A4E16,CRSVC,0,0,0,,0
95A41B89-DDD4-4F1F-9D24-00AA4BECBDAA,87EB7664-0899-4EBE-B4E2-9744A89F1906,F0BC7BDC-02DD-44AD-BF86-E2A0E68E667E,CRSUP,0,0,0,,0
CCD2FF46-A61F-46F4-9A62-00AB650D2D9D,C613E264-6A1D-4164-BC91-81108EFC4065,5E8BE3B3-F0FF-4C6D-BA51-B28E1694144D,A&E,0,0,0,,0
0D43CAF9-A0BE-4087-982D-00ACFF51B1F4,F9A5903D-306C-4DC9-8676-C5DE3515EE75,45E78A0C-B60A-4CE5-AE35-91A6711C87DC,INDDEL,0,1,0,,0
7D28FDAD-21F8-449C-AB63-00B18BEA484B,5AD35CAE-1A03-44AB-9E97-A1B28B7E0356,47E24581-AD99-465B-973F-C2A8F816B6BC,COMSVC,0,0,0,,0
D477375F-9697-426C-B5D6-00B5C137253A,EA060E5D-C55E-43BC-A646-E989501D72BB,980CE4EB-6D7D-488F-B079-C5582F7F9149,CRR&D,0,0,0,,0
EE5EBC3A-A3D7-4CEA-8DCB-00B716E1454A,5AD35CAE-1A03-44AB-9E97-A1B28B7E0356,A4B01D26-E9A9-4122-A011-344854E98000,COMSVC,0,1,0,,0
A4F8459A-31A4-4EDC-B8C3-00B76D588CC8,DD515826-8A1A-4C60-820F-5F7EC34F9410,353F7E24-747B-4AC8-9BBC-74AC30171E17,T&MLH,0,0,0,,0
913066D0-248F-44B0-A055-00C7263A94E9,742BADDB-4648-4F9C-B69E-2C0669F6389E,83BB761C-854C-4EBC-8ECD-E64FAFB9F43B,FPR&D,0,1,0,,0
50AEB6DF-B0F8-48CA-B3D5-00C7F09C2DB3,1E87B268-CF55-4B35-A278-0F7FC39426E1,A4614647-8FBB-4522-8163-7DBC71837621,FPSVC,0,1,0,,0
F0C3397C-4C93-4BD8-A3B3-00C90DDF8B90,717CED03-1C84-44B5-BBBC-9F84CCEA5ED9,951E55DE-903D-45EF-A4EB-B3CE605DA1F9,OTHER,0,0,1,,0
6E591480-1EE6-4FBD-AE3B-00CC8DCB4058,5AD35CAE-1A03-44AB-9E97-A1B28B7E0356,30F8DCE2-6CB6-4729-BFFC-CE18352DC149,COMSVC,0,1,0,,0
7550A4C0-AAD6-432E-94F8-00CE6F80DEAE,717CED03-1C84-44B5-BBBC-9F84CCEA5ED9,B9410770-C6EA-4FC3-9E29-20ADAA901E88,OTHER,0,0,1,,0
C72D39E8-12D3-4716-92AC-00D58F114D37,D907A2FE-3896-474E-9367-B5418DC5944C,68E6DCEB-A61B-4912-9537-678C692C8D91,CRCON,0,1,0,,0
A4001160-A09F-4D4B-9371-00DDF3A9179C,0097E147-301E-4436-A10E-F5ABA923B769,03BCF0C1-C868-4059-B76B-FA178C755D94,DDR,0,0,0,,0
1427DDF5-8FEF-4C63-99E1-00DE9FA49BEA,F9A5903D-306C-4DC9-8676-C5DE3515EE75,68F1BD0F-2AB4-46F3-85A1-17DBC6580658,INDDEL,0,0,0,,0
F0FDF2D4-E919-42F5-84E0-00E54A81B23F,87EB7664-0899-4EBE-B4E2-9744A89F1906,939078EE-80D5-4ECA-9A37-A9A8CC3CFFFC,CRSUP,0,0,0,,0
A56440C2-D10A-4B5C-B428-00E684562698,BE8C6166-8CF5-4826-97AC-0004CA466C59,CBDBD65C-7D97-437D-B480-98F116FDB517,UTLSVC,0,0,0,,0
C0979E87-2C7A-48B7-816D-00E68EA087CD,0097E147-301E-4436-A10E-F5ABA923B769,FE1E291E-2C23-4F27-AC8C-0A11739D5026,DDR,0,1,0,,0
688D690D-5E6D-41D8-9E64-00E6AEC757FC,742BADDB-4648-4F9C-B69E-2C0669F6389E,FAF82DD2-5BCC-4309-BBD5-5B52E3DA47BE,FPR&D,0,0,0,,0
6ED69037-3383-48B9-8BB4-00E8A49AFFFF,5EB13DF3-D95F-4387-B5FC-DE36988D1A69,070EEBBE-1612-4FF5-BC30-A191A08AAC6D,TRN,0,0,0,,0
D183E706-B193-48A1-98F5-00EA8FC98520,1158E721-8AB4-41F3-8A19-DFD0D6929D68,BA14B4B8-782E-4834-BE1D-273D99501D1A,FAC,0,1,0,,0
D94EEEB7-5349-4490-B8B0-00EC868341AB,742BADDB-4648-4F9C-B69E-2C0669F6389E,FC87E941-C0C9-41E2-AC1A-25B1BFEF1BED,FPR&D,0,1,0,,0
0B4D91A3-C39E-45C5-B1B6-00EE4E941C1C,0097E147-301E-4436-A10E-F5ABA923B769,099758AC-7205-4F6F-A61E-3809AF50D710,DDR,0,0,0,,0
A0C05191-A620-456F-B374-00F10AD380D7,1E87B268-CF55-4B35-A278-0F7FC39426E1,1B1CE782-4B1C-41DD-A156-786E91162423,FPSVC,0,1,0,,0
194E670D-B08C-4182-B699-00F41B18C99E,1158E721-8AB4-41F3-8A19-DFD0D6929D68,D7E92065-79FE-4D9D-BA0C-CD031F1DEC13,FAC,0,1,0,,0
D84D633E-BCE4-44E1-9073-00F4BCE335E3,C5EBA41C-27CF-41DD-B2A7-FB94F0AB9841,8291FBE4-CC21-4020-9365-0D734DBA1584,CRSVC,0,1,0,,0
33D2DF86-B874-4EEB-8412-00F5F7778A4A,BE8C6166-8CF5-4826-97AC-0004CA466C59,B96E4889-39EA-46CD-BEDC-BC44D62CCF58,UTLSVC,0,1,0,,0
1BC42997-3947-4B48-9D94-00F6051B4EB4,11912F53-9F3E-4851-AC27-2C011D890D8F,535FEDFD-3982-48DA-B86F-07C411A5C6D9,SAP,0,1,0,,0
7AE956ED-ADD9-4A05-A9B7-00F6F815E80A,742BADDB-4648-4F9C-B69E-2C0669F6389E,3D36E059-D19A-4100-87FC-2B2ACD8C7E62,FPR&D,0,1,0,,0
CE12B949-3C76-495B-A808-00F76FD63C20,C1C1C82E-B15F-48BD-B63A-FFE78792B4A3,8ED0A3F4-75AB-4DFC-8F28-06AC0AAF7152,LMV,0,1,0,,0
148F7CD8-2B3E-4CAA-BDB4-00FB1C23DB10,E3F79B77-51D8-4FAC-BAE2-C80BB8D820C0,7AA0E5EF-E0BC-48B3-9359-85D00A819377,FPSUP,0,0,0,,0
3D42A806-947A-4F94-BB43-00FBD2416ECF,742BADDB-4648-4F9C-B69E-2C0669F6389E,3BA3FF08-427B-461B-9EED-C46A520F7E29,FPR&D,0,0,0,,0
3EB152E3-5D62-4435-B006-00FEFB659EE7,742BADDB-4648-4F9C-B69E-2C0669F6389E,1A205E5F-D5EC-4528-A4BF-DB2523C1FA82,FPR&D,0,0,0,,0
D39D3BEB-71F2-4188-B8C1-0108B7F61001,DD515826-8A1A-4C60-820F-5F7EC34F9410,B1F523E1-BBB9-439A-92C8-4AB46FE513FE,T&MLH,0,0,0,,0
72C68377-1DAC-46A1-86CB-010E656B6727,717CED03-1C84-44B5-BBBC-9F84CCEA5ED9,82BF9BE2-127C-4573-863A-085BE33EA883,OTHER,0,0,1,,0
78E3E545-F8E1-480A-A970-011943E7669E,717CED03-1C84-44B5-BBBC-9F84CCEA5ED9,1F1BD83B-643F-4BC8-81F4-AA6115A950B9,OTHER,0,0,1,,0
084C9D89-4607-4C33-952C-011B36A42F13,1158E721-8AB4-41F3-8A19-DFD0D6929D68,29BB493F-DD75-4993-A3CE-873D5B84BCAF,FAC,0,0,0,,0
67744974-C330-47BC-BB61-011C00833628,717CED03-1C84-44B5-BBBC-9F84CCEA5ED9,9AC482BD-6F13-4E9B-9FE7-D8457EFF9B63,OTHER,0,0,1,,0
A508479E-8A79-475B-8F1B-011F328AF7E7,11912F53-9F3E-4851-AC27-2C011D890D8F,ABF4885C-9DCD-4FD2-BE3F-225D57EC25CA,SAP,0,1,0,,0
0E7AA75C-F64E-4697-B065-012010EB3F25,5EB13DF3-D95F-4387-B5FC-DE36988D1A69,66CAA889-1718-487C-884E-7D1767DE3F5A,TRN,0,0,0,,0
E13B0EC9-FC59-4154-8295-0120C234013A,C1C1C82E-B15F-48BD-B63A-FFE78792B4A3,5DFF9A8B-4ACE-4B57-B3D1-53C1C14B317A,LMV,0,0,0,,0
2FAAD1AA-9B40-4092-9E09-01263E417F8E,1E87B268-CF55-4B35-A278-0F7FC39426E1,DCF69C32-6B18-44CE-8202-613A4CDA66E2,FPSVC,0,0,0,,0
A94CEC12-9891-4928-8ECA-012B14D35D5D,742BADDB-4648-4F9C-B69E-2C0669F6389E,A5D586AA-F66B-4356-ACBA-8ADDA80AE42F,FPR&D,0,1,0,,0
39BE9B0C-401B-4CCE-A230-0133B281F9EC,87EB7664-0899-4EBE-B4E2-9744A89F1906,5B8571F4-A14B-40AD-B80E-10EB9CD211E9,CRSUP,0,1,0,,0
458278A8-78E0-416A-9DF0-013643B1BF0A,5AD35CAE-1A03-44AB-9E97-A1B28B7E0356,9FC750FB-2892-49DE-BAE5-177EDDA9142B,COMSVC,0,0,0,,0
9423D2C7-B834-4898-B3CF-013E7DC32DFB,C5EBA41C-27CF-41DD-B2A7-FB94F0AB9841,E5351284-320D-41A6-A0F9-CF4693D4FDE6,CRSVC,0,0,0,,0
15AF560D-D494-41FC-9B38-013EBA8A8A75,5EB13DF3-D95F-4387-B5FC-DE36988D1A69,CFD351B8-43D1-408E-8956-F7808537849B,TRN,0,0,0,,0
F15B6FA7-50CC-45AC-A110-01458E25FF40,5EB13DF3-D95F-4387-B5FC-DE36988D1A69,D7E92065-79FE-4D9D-BA0C-CD031F1DEC13,TRN,0,1,0,,0
F0ED1F3F-1D77-490D-AFE9-01468F0DBD39,F9A5903D-306C-4DC9-8676-C5DE3515EE75,7F8EF8E6-2956-480E-8FA8-56DAF39445CB,INDDEL,0,1,0,,0
A7C7AF96-C6C8-4F75-AE02-01520C1917A7,D907A2FE-3896-474E-9367-B5418DC5944C,8E442520-3DDF-43E7-B968-458C1C34CE73,CRCON,0,0,0,,0
9E45221E-61D4-4894-823C-01524821180C,C5EBA41C-27CF-41DD-B2A7-FB94F0AB9841,3E767D13-BD00-4390-9E39-6B91CDE9BA0E,NULL,0,1,0,EAAD6461-6C6F-4A4A-A838-A2E3C57C7951,0
77C4E05D-3E73-42A4-BA4D-01524EFD4747,11912F53-9F3E-4851-AC27-2C011D890D8F,2BBDABA1-015D-4A0B-A25A-FD314C8B733B,SAP,0,0,0,,0
DE980E14-87B7-48A1-A68D-0155EEEC10BA,E3F79B77-51D8-4FAC-BAE2-C80BB8D820C0,67248B1B-77B1-48E7-89EE-46C55447B3AF,FPSUP,0,1,0,,0
49697BB8-A27D-440F-BBAF-01578055C67B,E93946C8-053F-4C09-8915-CF54B870408F,EA4BA82B-8B99-4C11-9E65-D119D2A93AF6,FPCON,0,0,0,,0
3FA516FD-039E-40AD-B41F-015A756824D9,E93946C8-053F-4C09-8915-CF54B870408F,162AB8A8-C301-47AC-ABC8-14238BD9AE07,FPCON,0,0,0,,0
D57178A8-0436-4378-8C67-015F9B5BF008,0097E147-301E-4436-A10E-F5ABA923B769,606694E9-545E-486A-8F57-0666A3EB3A85,DDR,0,0,0,,0
771816CA-ED46-4AB6-9535-0161A2842E28,E3F79B77-51D8-4FAC-BAE2-C80BB8D820C0,6C34AA82-D0AB-4360-9673-74A4F5F8C8D4,NULL,0,0,0,EAAD6461-6C6F-4A4A-A838-A2E3C57C7951,0
8AAF1D7A-A8CF-4698-946E-0162786F7496,87EB7664-0899-4EBE-B4E2-9744A89F1906,875C2DD3-21B5-46C5-A449-08A1E79DD3ED,CRSUP,0,0,0,,0
AFB7CA3D-A563-4B21-BA43-016E3A5B210C,E93946C8-053F-4C09-8915-CF54B870408F,BCE39055-1F8C-4A26-8614-C8EFF7BC7C80,FPCON,0,1,0,,0
03F2F37D-C1A9-4D8B-9E06-016E62FD031B,0097E147-301E-4436-A10E-F5ABA923B769,166A9F48-3630-47AE-8917-BFF18174F12F,DDR,0,1,0,,0
378275F9-4369-4CF2-844C-0172070B14D0,87EB7664-0899-4EBE-B4E2-9744A89F1906,ACEE48F4-1CD1-4191-A221-14282B54282B,CRSUP,0,0,0,,0
C6CD7DD9-C49A-48D6-B7D1-0175A3DEC8E2,0097E147-301E-4436-A10E-F5ABA923B769,82711AE1-18B2-49CF-8432-A2F7F0DE32F2,DDR,0,1,0,,0
410C700F-CEC8-4BFD-A5E9-017D77669D47,717CED03-1C84-44B5-BBBC-9F84CCEA5ED9,01B0A6C7-4E00-4423-A920-F890F807259E,OTHER,0,0,1,,0
C042DDE8-8AD4-40DF-B68B-018A2B764ACB,C1C1C82E-B15F-48BD-B63A-FFE78792B4A3,CE266FC1-7D0D-4081-AD02-ACAF1B3A317F,LMV,0,1,0,,0
B28BB041-C877-4A37-AFC6-018EBD042A49,5EB13DF3-D95F-4387-B5FC-DE36988D1A69,1C84C624-6167-49E4-8572-0FAB4F01A5F3,TRN,0,0,0,,0
2761A9B5-83CA-4BEB-AFF2-0190CB9ABF79,C1C1C82E-B15F-48BD-B63A-FFE78792B4A3,910F1C3B-86AB-4933-A14C-21564FE6BB66,LMV,0,0,0,,0
3FF0C998-8E48-44A5-9C6B-0195D099CECD,5AD35CAE-1A03-44AB-9E97-A1B28B7E0356,030958C8-653A-4231-B7BF-BEF205471BDB,COMSVC,0,0,0,,0
466B79B5-D73C-4479-868D-019974900F7B,717CED03-1C84-44B5-BBBC-9F84CCEA5ED9,A4B144D2-EEA8-4AFD-AE33-C493F66E9BB9,OTHER,0,0,1,,0
C8D67DF7-AAA5-466A-9DDE-019E88B5FF27,1E87B268-CF55-4B35-A278-0F7FC39426E1,77CC5A9E-A023-4CC8-BC0B-1A4E3AF3A22F,FPSVC,0,0,0,,0
F78B4473-74B4-4018-B2E2-019F2233CB8F,F9A5903D-306C-4DC9-8676-C5DE3515EE75,0D14D757-189D-4698-A8CC-4D2C8B48C5F1,INDDEL,1,0,0,,0
3097DCF4-0DFF-4097-B939-01AA81000C67,1158E721-8AB4-41F3-8A19-DFD0D6929D68,BCE93516-81BD-4E42-AC74-8C57190E1154,FAC,0,0,0,,0
C840D81D-D1B4-41E7-8623-01ACC6F28EF3,742BADDB-4648-4F9C-B69E-2C0669F6389E,3A34A81F-D77A-4246-8C45-441E7A50E3C1,FPR&D,0,0,0,,0
AC39AA88-6E78-45FD-9139-01B31F7D50F2,C1C1C82E-B15F-48BD-B63A-FFE78792B4A3,4DE6FA3C-BCE5-4D15-99E6-2F6E91C15463,LMV,0,1,0,,0
417E8994-B2FF-4BC3-90F3-01B7A708380B,C1C1C82E-B15F-48BD-B63A-FFE78792B4A3,57C78BB8-8DA4-4A0A-8D9A-7E149A14C31E,LMV,0,0,0,,0
EBA9F406-D7D7-4F47-96C6-01B9E17B6A72,0097E147-301E-4436-A10E-F5ABA923B769,7725E86D-176B-4909-9A65-B936328A4E16,DDR,0,0,0,,0
D5C651EF-7824-4363-AC98-01BE593B1740,87EB7664-0899-4EBE-B4E2-9744A89F1906,6F472415-4B0E-4EEA-8D8C-CCBD0FA92BFC,CRSUP,0,0,0,,0
DCF7613B-FC4E-4C88-9AC3-01C2429EF458,F9A5903D-306C-4DC9-8676-C5DE3515EE75,E324EA38-A09A-41C0-AB7A-EAEED1A5C882,INDDEL,0,0,1,,0
0F09DFDA-E596-4ADC-9FF6-01C3E4965A11,5AD35CAE-1A03-44AB-9E97-A1B28B7E0356,FE6C44EF-0026-4F9C-8A7E-316B178575D3,COMSVC,0,0,0,,0
E6627FCD-9877-4C22-81C2-01CB9C45A4F9,87EB7664-0899-4EBE-B4E2-9744A89F1906,A4B144D2-EEA8-4AFD-AE33-C493F66E9BB9,CRSUP,0,0,0,,0
E8EEBBFB-9B55-4132-AED6-01CCC36464F6,DD515826-8A1A-4C60-820F-5F7EC34F9410,82A3FA4D-A690-46CF-A820-0F32D7711398,T&MLH,0,1,0,,0
2D7DE67B-A647-4258-AACD-01D11FF3ACC2,D907A2FE-3896-474E-9367-B5418DC5944C,D749564E-8DF8-439E-99DE-DAF3C4C28E5B,CRCON,0,0,0,,0
5EDCE7E9-7801-4F4F-8014-01D39FCECAFD,C1C1C82E-B15F-48BD-B63A-FFE78792B4A3,7F5A7F62-D7A8-4F3C-B3FB-14DC4B2CCC9D,LMV,0,0,0,,0
AE2E6FED-0752-4FCB-B4A4-01D3D44A010C,5AD35CAE-1A03-44AB-9E97-A1B28B7E0356,D2246BB7-0C1A-4909-95F7-E263559ADD9F,COMSVC,0,1,0,,0
3974EBC5-185A-4A3E-9DAA-01D6455F4715,C613E264-6A1D-4164-BC91-81108EFC4065,3C113B96-D63B-40C6-898A-41F6CFC0A3C1,A&E,0,0,0,,0
A0CED5F3-F53B-47E9-92F6-01D7FFB35854,5AD35CAE-1A03-44AB-9E97-A1B28B7E0356,8291FBE4-CC21-4020-9365-0D734DBA1584,COMSVC,0,1,0,,0
2D807B20-5E71-45F9-8EA3-01DA5D978EE0,87EB7664-0899-4EBE-B4E2-9744A89F1906,E1CA1054-AF1D-42DB-BF1B-3C65A21D8E2F,CRSUP,0,0,0,,0
1C4D759E-3BC7-4365-8BB0-01DECF80EA2C,EA060E5D-C55E-43BC-A646-E989501D72BB,CA7DD5BD-BC20-45F2-99A4-9B18CF1EB479,CRR&D,0,0,1,,0
0CC060F8-287A-4E9F-8297-01F0788DA71F,11912F53-9F3E-4851-AC27-2C011D890D8F,5D416700-A373-4C22-AD5C-0CBC7F7B610D,SAP,0,0,0,,0
93362519-31F5-42FD-ADBD-01F2652BB4A2,DD515826-8A1A-4C60-820F-5F7EC34F9410,457089FB-B65A-4856-AEB2-5FE613C4ADB8,T&MLH,0,1,0,,0
B4BFE6E3-CFA4-400C-8520-01F4FC3710FB,E3F79B77-51D8-4FAC-BAE2-C80BB8D820C0,3A34A81F-D77A-4246-8C45-441E7A50E3C1,FPSUP,0,1,0,,0
D349DD35-8B8A-485F-A915-0200B648FD5B,E3F79B77-51D8-4FAC-BAE2-C80BB8D820C0,CCB8A25E-06B0-489C-8297-80AE1128167E,FPSUP,0,0,0,,0
9788ABD5-757F-441A-B390-0202BF035A43,1E87B268-CF55-4B35-A278-0F7FC39426E1,CCB8A25E-06B0-489C-8297-80AE1128167E,FPSVC,0,0,0,,0
EC8294E1-27BE-401B-AA1A-0202D73C2AE7,5EB13DF3-D95F-4387-B5FC-DE36988D1A69,07C3198A-139A-4A34-AD13-A21E494C69F0,TRN,0,1,0,,0
